"class";"aa_000";"ab_000";"ac_000";"ad_000";"ae_000";"af_000";"ag_000";"ag_001";"ag_002";"ag_003";"ag_004";"ag_005";"ag_006";"ag_007";"ag_008";"ag_009";"ah_000";"ai_000";"aj_000";"ak_000";"al_000";"am_0";"an_000";"ao_000";"ap_000";"aq_000";"ar_000";"as_000";"at_000";"au_000";"av_000";"ax_000";"ay_000";"ay_001";"ay_002";"ay_003";"ay_004";"ay_005";"ay_006";"ay_007";"ay_008";"ay_009";"az_000";"az_001";"az_002";"az_003";"az_004";"az_005";"az_006";"az_007";"az_008";"az_009";"ba_000";"ba_001";"ba_002";"ba_003";"ba_004";"ba_005";"ba_006";"ba_007";"ba_008";"ba_009";"bb_000";"bc_000";"bd_000";"be_000";"bf_000";"bg_000";"bh_000";"bi_000";"bj_000";"bk_000";"bl_000";"bm_000";"bn_000";"bo_000";"bp_000";"bq_000";"br_000";"bs_000";"bt_000";"bu_000";"bv_000";"bx_000";"by_000";"bz_000";"ca_000";"cb_000";"cc_000";"cd_000";"ce_000";"cf_000";"cg_000";"ch_000";"ci_000";"cj_000";"ck_000";"cl_000";"cm_000";"cn_000";"cn_001";"cn_002";"cn_003";"cn_004";"cn_005";"cn_006";"cn_007";"cn_008";"cn_009";"co_000";"cp_000";"cq_000";"cr_000";"cs_000";"cs_001";"cs_002";"cs_003";"cs_004";"cs_005";"cs_006";"cs_007";"cs_008";"cs_009";"ct_000";"cu_000";"cv_000";"cx_000";"cy_000";"cz_000";"da_000";"db_000";"dc_000";"dd_000";"de_000";"df_000";"dg_000";"dh_000";"di_000";"dj_000";"dk_000";"dl_000";"dm_000";"dn_000";"do_000";"dp_000";"dq_000";"dr_000";"ds_000";"dt_000";"du_000";"dv_000";"dx_000";"dy_000";"dz_000";"ea_000";"eb_000";"ec_00";"ed_000";"ee_000";"ee_001";"ee_002";"ee_003";"ee_004";"ee_005";"ee_006";"ee_007";"ee_008";"ee_009";"ef_000";"eg_000"
"neg";216;NA;10;NA;0;0;0;0;0;0;104;2680;28816;4670;0;0;11192;0;50;0;0;0;39826;34202;11814;3056;0;0;0;0;18;20;0;0;0;0;0;0;36270;0;0;0;66;16;36;22;9562;26564;4;0;0;0;27222;5592;2008;1018;210;204;16;0;0;0;51676;0;10;12;0;11192;498;5940;5846;NA;NA;NA;NA;NA;NA;NA;NA;11580;216.15;51676;51676;53794;58;1128;4988;51420;36270;1209600;0;NA;NA;NA;19098.24;0;17064.96;0;0;0;0;0;978;15866;18078;1030;282;36;0;NA;0;51676;NA;160;30;56;3922;5996;12534;12644;928;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;148;48;0;0;0;0;0;0;0;0;322;0;0;0;0;0;0;0;0;0;0;0;0;0;52.3;62;18242;8924;2568;1054;3278;1500;394;168;142;0;0;0
"neg";5316;NA;214;22;0;0;0;0;0;32522;68096;194774;86716;3126;0;0;168938;0;0;0;12674;18914;326684;289230;136756;23302;2;0;0;0;294;174;0;0;0;0;0;0;0;55074;330160;0;2836;886;1458;5044;17246;357748;16;0;0;0;141026;128568;85636;16738;6244;2620;1728;1900;582;192;476406;122;144;78;0;168938;4382;69452;65488;NA;NA;NA;NA;NA;NA;NA;NA;NA;5315.48;NA;NA;467802;1718;0;45248;NA;385234;1209600;9516;0;28;0;272075.52;0;110031.36;20;230;0;17326;65252;107838;164692;26084;3186;758;98;0;2;14;NA;NA;1970;140;25302;26366;35254;272124;24078;0;0;0;20;2;181990;120604;0;12;0;0;186972;708;574;0;0;0;0;0;0;0;0;NA;576;128;268520;39872;9090;1368;4940;492;326918;1360;0;0;4315500;495.7;472;114516;50770;19574;6398;11698;11460;105596;63936;1286;0;0;0
"neg";208;NA;54;NA;0;0;0;0;0;0;9290;6038;2202;0;0;0;8504;0;72;0;0;0;24130;20838;24574;1106;0;0;0;0;38;40;0;0;0;0;0;0;0;2952;14578;0;1072;26;30;30;312;16060;0;0;0;0;7774;7646;882;450;72;94;94;452;66;0;48710;6;8;0;0;8504;328;21624;2920;1310700;1310700;1310700;1310700;1310700;1310700;1310700;1310700;24420;208.71;48710;48710;49322;67;372;4736;48480;17530;1209600;0;NA;NA;NA;12163.2;22.08;4268.16;NA;NA;0;0;3840;10218;3068;404;0;0;0;0;NA;18;48710;NA;1080;2;354;520;356;13306;1912;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;70;58;0;0;20;40;0;0;0;0;246;0;0;8516;1620;476;70;30860;3210;34222;48;0;0;0;NA;NA;5672;3500;834;248;472;198;422;6142;42;0;0;0
"neg";39086;NA;0;NA;0;0;0;0;0;0;164;409766;1851222;385510;14452;110;1128336;0;0;0;0;0;2421498;2126096;472898;241614;0;0;0;0;0;0;0;0;0;0;0;102968;1095236;792766;670254;0;1864;434;682;44780;1807120;806340;4;0;0;0;989850;624108;278950;199842;166088;177806;185466;39114;0;0;2895064;96;654;1388;0;1128336;37050;311134;160944;193940;179820;NA;NA;NA;NA;NA;NA;93280;39086.44;2895064;2895064;2908306;15354;67106;44632;469180;2661224;1209600;0;NA;NA;NA;2409034.56;0;249869.76;0;0;0;0;0;19126;993820;1353634;273612;16308;4502;222;NA;0;2895064;NA;4678;718;15640;152548;110796;1613488;748200;15076;80;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;2066;110;0;0;0;0;0;0;0;0;18200;47646;7784;0;0;116354;16234;8617140;946548;0;0;0;0;295280;1092.78;1372;267368;585070;439474;210226;439286;359186;218888;83266;58304;156;0;0
"neg";30424;NA;776;674;0;0;0;0;0;0;208;38962;1602946;758134;63222;3214;1125682;0;0;0;0;0;2237262;1990224;436050;183872;0;0;0;0;2214;252;0;0;0;0;0;0;529602;1937084;0;0;1764;920;1412;78004;1417836;965816;934;0;0;0;1153578;607552;240544;132594;83454;58744;54902;134446;872;0;2673760;34;24;316;0;1125682;31364;205964;228052;190960;199460;NA;NA;NA;NA;NA;NA;40800;30424.03;2673760;2673760;2664954;11866;594;21574;248540;2466686;1209600;67078;0;112;0;1962587.52;0;502212.48;0;0;0;0;0;600;419908;1420448;586858;34390;4316;166;1870;2388;2673760;NA;3738;530;28700;384284;162418;1576322;303492;7120;82;0;1084;802;1954422;106500;26;126;0;0;1982036;2504;244;0;0;0;0;0;0;0;0;16142;12094;2206;0;0;70938;10944;14920;2836;0;0;0;0;424040;956.86;1100;523008;517506;351670;189664;487582;218274;93356;42892;41286;1448;0;0
"neg";44080;NA;0;NA;0;0;0;0;0;0;480;205710;2133500;621832;49250;140;1435214;0;0;0;0;0;2642624;2336452;532266;244884;0;0;0;0;0;0;0;0;0;0;0;0;79172;549840;2381900;0;3250;752;1718;2282;897448;2104286;1176;0;0;0;1033850;822530;436176;277948;156182;117086;161036;6104;0;0;3175634;50;746;278;134;1435214;43668;220036;310488;196260;221360;NA;NA;NA;NA;NA;NA;107860;44080.05;3175634;3175634;3182876;16551;41876;71342;748580;3010912;1209600;0;NA;NA;NA;2479434.24;0;527808.96;0;0;0;0;0;26346;1024262;1633274;299396;22606;4980;48;NA;0;3175634;NA;6074;694;63014;438538;197568;1765124;525980;13816;104;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;3512;96;0;0;0;0;0;0;0;0;21068;21498;5126;0;0;89440;13248;6989380;827882;0;0;0;0;4798490;1442.44;1422;550074;592074;246422;111232;280232;367404;319264;242558;297420;4232;0;0
"neg";26;0;58;34;0;0;0;0;0;0;4830;3552;898;0;0;0;3516;0;0;0;470;996;9470;5156;21576;1734;0;0;0;0;8;32;0;0;0;0;0;0;0;4534;4746;0;90;18;10;800;160;7438;764;0;0;0;7254;780;180;256;180;206;376;48;0;0;31534;0;6;0;0;3516;230;17322;3828;NA;NA;NA;NA;NA;NA;NA;NA;21120;26.13;31534;31534;32988;41;0;2960;31160;9342;1209600;598;4;18;0;4248;163.2;3979.2;0;10;0;0;3854;3268;1436;722;0;0;0;0;10;20;31534;0;992;8;14;32;1194;5738;1296;6;0;0;56;36;4140;68;0;0;0;0;4720;64;66;0;0;70;290;0;0;0;0;334;0;0;4534;998;166;44;15440;1584;23160;10;0;0;0;113.24;66;5390;2738;594;192;124;74;138;30;0;0;0;0
"neg";1684;NA;2130706432;30;0;0;0;0;0;0;90;29998;63482;1794;0;0;28228;0;0;0;0;0;105546;92590;21228;6260;0;0;0;0;26;18;0;0;0;0;0;0;78898;16466;0;0;264;58;100;126;3334;91472;10;0;0;0;46760;36292;9152;2650;422;54;28;6;0;0;126826;10;38;10;0;28228;1152;6206;14854;NA;NA;NA;NA;NA;NA;NA;NA;20600;1683.04;126826;126826;126880;290;0;12250;126240;95364;1209600;3228;2;16;0;79384.32;0;15792.96;0;90;0;0;0;14384;63358;15908;1520;194;0;0;0;12;126826;NA;362;58;148;15988;3686;22692;48010;4334;86;0;78;82;80922;64;0;22;0;20;80984;176;22;0;0;0;0;0;0;0;0;794;1066;472;0;0;2162;488;516080;51620;0;0;0;0;409540;173;140;17060;13046;4506;3992;30598;23108;2934;120;0;0;0;0
"neg";8;NA;6;6;0;0;0;0;0;0;30;492;4316;0;0;0;1124;0;0;0;0;0;7270;6270;3326;484;0;0;0;0;12;8;0;0;0;0;0;0;3510;0;1328;0;1372;8;14;8;664;2772;0;0;0;0;3388;366;168;134;204;64;488;26;0;0;10606;0;6;0;0;1124;62;2176;1140;NA;NA;NA;NA;NA;NA;NA;NA;3280;7.75;10606;10606;16946;21;0;1020;10560;4838;1209600;136;6;2;0;1111.68;0;2371.2;0;0;0;0;0;0;3544;1188;64;42;0;0;0;6;10606;NA;1380;6;10;172;250;1480;992;512;36;0;10;26;772;28;0;32;0;28;1636;32;38;0;0;0;0;0;0;0;0;56;0;0;0;0;12;10;6560;3936;16526;66;0;0;0;39.4;24;3826;838;154;12;8;0;0;0;0;0;0;0
"neg";12764;NA;NA;NA;NA;NA;0;0;0;0;120;128294;716648;172012;1602;0;405160;0;72;NA;0;0;795782;660674;389216;118242;NA;0;0;0;NA;NA;0;0;0;0;0;0;898904;118356;1416;0;3654;3690;4332;9374;304620;686902;6104;0;0;0;525014;125730;71710;52050;45044;47762;95300;55396;670;0;1185480;NA;NA;NA;NA;405160;14914;212902;174762;0;0;0;0;0;0;0;0;381800;12763.54;1185480;1185480;NA;5920;NA;NA;1179960;NA;1209600;NA;NA;NA;NA;878879.04;0;137190.72;NA;NA;0;0;0;17098;437122;505462;50046;7372;1560;16;NA;NA;1185480;NA;2794;286;73520;63212;108002;695846;69124;5888;4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9204;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;148868;248396;156978;89274;331940;43052;168;0;0;0;NA;NA
"neg";40696;NA;612;596;0;0;0;0;0;0;608;211348;1866464;898994;57676;0;1335766;93150;0;0;0;0;2183820;1397116;921570;759686;0;0;0;0;824;120;0;0;0;0;0;11836;87304;1497538;1438412;0;2138;1154;2008;265228;2274054;490482;26;0;0;0;1066830;625736;217322;147164;117674;116762;197192;546410;0;0;3105492;230;138;154;22;1335766;67818;268868;650288;375480;194840;NA;NA;NA;NA;NA;NA;348140;40696.78;3105492;3105492;3107502;23205;49630;66384;683060;3035090;1209600;114372;0;74;0;2310006.72;0;722972.16;0;0;0;0;0;57318;509798;1886416;559738;18102;3640;78;278;354;3105492;NA;2604;420;155300;449434;289684;1557654;572808;7160;26;0;844;364;1136860;8532;0;4;0;44;2332870;1452;164;0;0;0;0;0;0;0;0;43844;43570;7042;0;0;133502;33672;1717100;619238;0;0;0;0;10696790;878.58;658;744822;632754;377076;145806;226012;139484;114888;94320;446444;113484;0;0
"neg";2056;NA;76;66;0;0;0;0;0;0;84;38708;86604;766;0;0;58390;0;0;0;0;0;113768;101966;23280;8460;0;0;0;0;34;64;0;0;0;0;0;5566;99448;6006;15142;0;1124;38;68;106;900;123058;868;0;0;0;60774;41288;14376;6214;2072;948;366;124;0;0;137078;2;166;34;0;58390;1958;14258;8986;NA;NA;NA;NA;NA;NA;NA;NA;22980;2056.63;137078;137078;140932;451;0;13494;136660;126162;1209600;2732;0;12;0;111318.72;0;13715.52;0;0;0;0;0;21860;82164;20854;1066;218;0;0;2;6;137078;NA;1238;20;1542;4620;6048;81074;31142;472;6;0;114;280;111220;26728;36;0;0;0;112120;116;42;0;0;0;0;0;0;0;0;868;958;256;0;0;5654;1140;480;50;0;0;0;0;1056710;84.96;74;15766;13606;11750;7214;19938;57480;372;34;2;0;0;0
"neg";29538;NA;0;NA;0;0;0;0;0;0;1694;198344;1253960;254842;302;0;851348;0;0;0;0;0;1591746;1451560;218226;116616;0;0;0;0;0;0;0;0;0;0;0;75622;669758;623082;340680;0;4634;3030;4700;8616;1053814;634346;2;0;0;0;667128;262172;118458;84180;66208;87922;249830;173230;14;0;1810258;3056;3346;560;106;851348;20660;126618;90818;164080;NA;NA;NA;NA;NA;NA;NA;51280;29538.21;1810258;1810258;1802574;12351;200286;58434;597340;1709142;1209600;0;NA;NA;NA;1509092.16;0;197591.04;NA;NA;0;0;0;26066;779534;831722;63012;7362;1438;8;NA;0;1810258;NA;2520;354;95074;84164;146076;1300876;77754;2324;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1066;66;0;0;0;0;0;0;0;0;9958;25834;5016;0;0;60052;12284;1977900;297334;0;0;0;0;748600;NA;NA;210378;256742;174948;84228;159546;194048;147248;133964;320460;27580;0;0
"neg";119424;NA;0;NA;0;0;0;0;0;0;23734;1269646;4953816;1554254;90550;3330;3988570;650;170;0;0;0;6479928;5320984;2583316;1002308;0;0;0;0;0;0;0;0;0;0;0;104768;5274786;2167134;348642;0;4718;2558;7726;18902;3909350;3942480;9596;0;0;0;2964416;1810224;471250;356698;304880;760532;1226262;1068;0;0;9064526;832;888;828;186;3988570;126478;1414682;1145500;372480;465680;348600;364860;334840;207160;286160;NA;181940;119423.49;9064526;9064526;9026898;49416;145048;47094;579460;7895330;1209600;0;NA;NA;NA;6259550.4;0;1625912.64;0;0;0;0;5016;317064;2805656;3892016;823856;44682;6848;192;NA;0;9064526;NA;10726;1356;110376;832528;437914;2950742;3513284;38292;112;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4964;180;0;0;0;0;0;0;0;0;77780;94466;17956;0;0;263462;33820;6757340;1300394;0;0;0;0;3199220;2723.14;2948;1676260;1148904;756296;362070;697534;639620;696086;737642;1082874;98044;0;0
"neg";81824;NA;2130706432;590;0;0;0;0;0;0;147552;3010328;1922630;280300;13686;0;2378580;0;0;0;0;0;4979688;4358902;748324;486014;0;0;0;0;638;186;0;0;0;0;0;120850;3204522;1282810;766314;0;5066;4008;5102;409444;4294140;656564;172;0;0;0;1697180;1147838;377128;298304;267486;308952;651742;625866;0;0;5729586;0;234;296;76;2378580;67276;413226;333196;149680;163720;133960;190300;NA;NA;NA;NA;96780;81823.59;5729586;5729586;5749148;30201;64510;80464;874640;5374496;1209600;241520;8;270;0;4601053.44;0;765847.68;0;0;0;0;286;513898;2523226;1849366;383814;78030;22986;2890;178;186;5729586;NA;10542;1596;50394;562802;316078;3552732;874500;5852;0;0;956;524;4468166;74120;0;109260;0;32;4655520;8770;734;0;0;0;0;0;0;0;0;37758;65164;33378;0;0;169808;40330;8130780;1001914;0;0;0;0;5609200;2769.74;3244;835106;981150;802902;356868;595888;434740;301794;232920;716224;116904;0;0
"neg";39812;NA;298;282;0;0;0;0;0;0;166;273660;1695948;1073072;102496;12292;1416528;176672;0;0;0;0;2697440;2312622;591408;336186;0;0;0;0;532;208;0;0;0;0;0;61264;810588;1366652;919130;0;2636;1540;1576;70604;2167676;910850;2750;2;0;0;1119622;739258;218026;168256;145996;151888;298266;316322;0;0;3289670;1204;810;598;20;1416528;40812;237098;353244;162180;318900;NA;NA;NA;NA;NA;NA;103720;39812.47;3289670;3289670;3258732;21866;856;82714;863580;3157634;1209600;100468;4;76;0;2468661.12;0;686804.16;0;0;0;0;0;37128;675472;1679998;710760;49548;4530;198;0;6;3289670;NA;4388;466;88942;309128;219482;1781312;735958;17794;164;0;460;472;2484056;126592;0;2118;0;22;2499930;2342;342;0;0;0;0;0;0;0;0;23738;49590;8642;0;0;101686;20312;59240;9816;27966;9290;0;0;4567460;1046.44;1172;713636;542054;365708;170084;311082;265824;199232;145796;405974;38244;0;0
"neg";1888;NA;2130706432;150;0;0;0;0;0;0;140;23020;110762;2118;0;0;54368;0;0;0;0;0;133060;119670;20926;10132;0;0;0;0;218;322;0;0;0;0;0;6208;103516;9382;16934;0;116;54;66;88;14828;120888;0;0;0;0;55966;60306;13230;4964;902;364;182;126;0;0;154016;6;702;126;0;54368;1564;9334;11492;NA;NA;NA;NA;NA;NA;NA;NA;20520;1887.92;154016;154016;155752;406;392;15170;153580;136040;1209600;4868;2;2;0;111514.56;0;24404.16;0;0;0;0;0;11024;104914;18660;1246;182;14;0;4;10;154016;NA;226;28;208;19364;3278;36456;73166;3244;70;0;226;878;111110;59420;0;1042;0;36;112470;276;28;0;0;0;0;0;0;0;0;762;174;114;0;0;2456;662;566820;56870;8570;28;0;0;887940;77.12;76;26150;26218;8598;4042;9812;59730;1332;46;108;4;0;0
"neg";58110;NA;378;310;0;0;0;0;0;0;2202;232254;1219046;2178518;162784;7042;1704928;0;0;0;0;0;3411990;3014732;544690;320408;0;0;0;0;994;196;0;0;0;0;0;5796;423808;3018042;354200;0;4704;2046;3474;101136;2242090;1439364;9032;0;0;0;1426010;1061250;339372;228688;162764;127980;139220;316548;14;0;3957556;1956;2422;5684;4;1704928;48116;245828;297430;148500;161920;190260;NA;NA;NA;NA;NA;35300;58109.77;3957556;3957556;3960596;22977;6820;26974;319800;3801846;1209600;117996;0;386;0;3155534.4;0;642286.08;0;0;0;0;0;91874;480268;1503544;1628434;87560;9618;548;112;118;3957556;NA;7376;848;81674;358566;203870;2170456;960638;17764;654;0;666;420;3143298;956102;44;1706;0;0;3200716;2722;414;0;0;0;0;0;0;0;0;23398;35646;7550;0;0;89782;20278;24800;12524;0;0;0;0;18109810;1722.24;1848;675174;622692;373954;177966;360082;275742;649806;349442;308934;8054;0;0
"neg";14;0;0;4;0;0;0;0;0;0;20;2868;3836;0;0;0;2528;0;92;0;0;0;22468;18120;13680;442;0;0;0;0;4;10;0;0;0;0;0;0;0;848;5876;0;90;8;8;620;284;1316;4398;0;0;0;5594;248;104;48;78;42;292;90;144;84;36186;0;2;4;0;2528;248;11128;2476;NA;NA;NA;NA;NA;NA;NA;NA;13260;13.03;36186;36186;35412;22;0;3334;35740;6788;1209600;270;2;2;0;1958.4;0;3916.8;2;16;0;0;0;676;4650;1396;2;0;0;0;0;0;36186;0;968;28;28;8;20;1960;3086;604;22;0;8;6;2902;46;0;0;0;0;2912;42;28;0;0;0;0;0;0;0;0;356;0;0;0;0;0;16;1320;136;13820;10;0;0;0;1.08;62;4998;1542;22;10;24;30;48;50;0;0;0;0
"neg";39582;NA;2130706432;0;0;0;0;0;0;0;126;565732;1878902;339240;2140;0;1244506;0;0;0;0;0;2532574;2216026;414668;263874;0;0;0;0;56;32;0;0;0;0;0;135572;1348490;606898;695180;0;1464;562;816;1276;31364;2747346;3312;0;0;0;909436;733012;371312;293700;244264;199038;35378;0;0;0;2947814;0;4;248;14;1244506;34038;244086;168522;157000;180320;NA;NA;NA;NA;NA;NA;72060;39582.93;2947814;2947814;2956252;15356;7392;49634;522800;2786140;1209600;88916;0;0;0;2586009.6;0;198233.28;0;696;0;0;0;29906;964940;1434166;334594;17256;4700;578;0;24;2947814;NA;4032;584;102578;89784;129290;2156374;296874;6562;62;0;0;0;0;0;0;0;0;0;0;1886;84;0;0;0;0;0;0;0;0;21132;56910;14878;0;0;53364;8194;13779300;1417774;0;0;0;0;833860;1181.02;1190;217000;593960;713528;331266;544958;289790;66326;20482;8830;0;0;0
"neg";34;NA;32;30;0;0;0;0;396;3546;2352;1802;3600;0;0;0;2202;0;0;0;2220;3866;6650;6614;3422;444;6;0;0;0;42;16;0;0;0;0;0;0;0;0;11050;646;214;10;20;38;3604;4546;3262;2;0;0;4052;4156;1082;184;1818;404;0;0;0;0;12336;4;4;2;0;2202;194;716;2678;NA;NA;NA;NA;NA;NA;NA;NA;3240;33.2;12336;12336;19664;69;40;1122;12120;11696;1209600;490;0;2;0;4284.48;0;3756.48;NA;NA;320;1830;3182;2314;3874;176;0;0;0;0;4;24;12336;NA;3688;12;38;12;20;1368;5936;622;0;0;48;40;3402;44;0;0;0;0;5098;58;66;0;0;0;0;0;0;0;0;258;0;0;0;0;186;56;1640;248;0;0;0;0;0;NA;NA;7754;2826;734;158;78;24;34;88;0;0;0;0
"neg";14;NA;6;NA;0;0;0;0;0;0;16;1556;2250;0;0;0;2520;0;56;0;0;0;11364;10410;5274;162;0;0;0;0;6;6;0;0;0;0;0;0;0;0;3822;0;944;12;18;12;692;2144;0;0;0;0;2448;384;138;230;66;130;426;0;0;0;16648;0;10;0;0;2520;74;4702;568;NA;NA;NA;NA;NA;NA;NA;NA;5200;14.24;16648;16648;18294;19;232;1638;16600;3822;1209600;0;NA;NA;NA;1792.32;23.04;1103.04;NA;NA;0;0;0;904;994;1382;542;0;0;0;NA;6;16648;NA;936;6;16;18;290;1008;954;480;114;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;44;0;0;30;36;0;0;0;0;76;0;0;0;0;46;12;4960;560;0;18;0;0;0;NA;NA;2112;1168;196;98;196;50;2;0;0;0;0;0
"neg";1852;NA;136;120;0;0;0;0;0;0;24782;68180;6628;0;0;0;38998;0;0;0;1322;1928;88126;82380;14994;5610;0;0;0;0;40;390;0;0;0;0;0;10870;70730;2688;15302;0;1128;6;12;14;80;88514;9836;0;0;0;26568;54072;13754;4280;386;454;74;2;0;0;104454;0;2;124;0;38998;1346;4602;10370;NA;NA;NA;NA;NA;NA;NA;NA;14860;1852.74;104454;104454;108490;351;174;10370;104300;99590;1209600;3080;0;2;0;93193.92;0;5259.84;0;0;0;0;10168;66032;22468;718;156;48;0;0;0;4;104454;NA;1160;20;2362;13126;1128;12430;66976;2280;108;0;190;1330;93034;56838;0;14;0;0;93496;44;30;0;0;0;0;0;0;0;0;450;640;176;0;0;2698;502;2140;264;0;0;0;0;852740;40.9;40;6828;7964;4962;3012;10548;66200;76;0;0;0;0;0
"neg";30332;NA;2130706438;756;0;0;0;0;0;0;826;297302;1176808;211152;5846;0;745410;0;0;0;0;0;1481604;1275532;289294;184322;0;0;0;0;1480;300;0;0;0;0;0;30466;1661460;0;8;0;706;208;334;466;13994;1675848;378;0;0;0;463200;428542;126340;101276;85174;74466;101902;308032;3002;0;1771048;720;1172;40;4;745410;20754;150910;137824;214580;NA;NA;NA;NA;NA;NA;NA;72520;30332.85;1771048;1771048;1762380;13103;562;54458;558840;1691934;1209600;41400;2;20;0;1440351.36;0;250439.04;0;88;0;0;0;17062;579616;920414;162892;9386;2416;148;8;8;1771048;NA;1858;244;29438;186284;46152;672556;739386;15830;184;2;1330;900;1434546;141488;190;24;0;14;1449640;1286;92;0;0;0;0;0;0;0;0;13688;27162;11612;0;0;31304;5570;2706980;277870;46442;1166;0;0;705810;507.12;520;259776;211440;138182;71088;146624;161548;108410;92736;415000;87130;0;0
"neg";95140;NA;1068;922;0;0;0;0;0;0;95688;2760850;3276640;430776;51808;10836;3024870;1538;0;0;0;0;5120146;3534736;2238678;1417736;0;0;2428;0;3606;534;0;0;0;0;0;41760;4010380;552446;2022012;0;6840;5782;9472;574100;4807112;1222976;316;0;0;0;2124524;1311564;453022;347586;284348;252470;288446;1415426;149210;2;7360186;86;466;702;46;3024870;116204;1177248;1051938;341580;401000;319660;384040;385980;346840;NA;NA;42320;95139.71;7360186;7360186;7306744;54563;14948;116176;85140;6626598;1209600;207688;0;240;0;5663755.2;0;956108.16;0;0;0;0;1550;347184;2962394;2935338;345252;26726;7706;448;66;72;7360186;NA;11134;1416;179102;475906;397246;4482888;1057830;20974;102;0;1548;1418;5435368;148322;24;127354;0;0;5738098;4462;472;0;0;0;0;0;0;0;0;78492;90542;18828;0;0;138386;37666;157320;64318;0;0;0;0;35955700;2902.12;3354;1012848;1442688;804876;389586;774662;653244;851926;480708;212818;3242;0;0
"neg";368;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;20078;0;0;0;3690;6212;54154;45008;39274;6584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97236;0;0;0;0;20078;962;22874;16158;NA;NA;NA;NA;NA;NA;NA;NA;38360;367.09;97236;97236;1744;0;0;9290;96220;0;1209600;0;2;18;0;29121.6;0;38715.84;0;0;0;0;0;0;0;0;0;0;0;0;14;0;97236;0;0;0;0;0;0;0;0;0;0;0;18;94;31798;68;0;20;0;0;31798;0;0;0;0;0;0;0;0;0;0;1042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"neg";58388;NA;2130706436;1112;0;0;0;0;0;3164;128868;1678844;1730908;342986;46066;6750;1787304;0;0;0;1120;2960;3439418;2878290;718842;465586;0;0;0;0;648;124;0;0;0;0;0;127090;1971248;722964;1116284;0;3514;1958;2558;17380;2450216;1444048;17912;0;0;0;918944;844708;271384;232992;213596;209146;399534;838410;8872;0;4160372;338;358;6;8;1787304;44572;294288;412002;177360;215220;228900;NA;NA;NA;NA;NA;82540;58387.19;4160372;4160372;4092894;38264;29030;45032;518320;3937586;1209600;44468;2;102;0;3303797.76;0;630262.08;0;0;0;0;13116;519186;2019948;1215314;145498;18976;5274;274;10;2;4160372;NA;6912;878;92296;202638;109668;1641908;1821460;61178;638;10;1628;1126;264970;87224;0;44;0;60;3340014;1338;80;0;0;0;0;0;0;0;0;29782;17376;11394;0;0;35984;6130;8340000;1465230;1659490;880;0;0;0;2067.28;2098;650948;642468;497004;241272;506328;560068;508818;274962;54512;1206;0;0
"neg";30;NA;30;26;0;0;0;0;0;0;96;5014;3884;0;0;0;3500;0;256;0;0;0;9072;5676;21580;1426;0;0;0;0;12;10;0;0;0;0;0;0;8994;0;0;0;116;18;40;38;576;8204;2;0;0;0;7478;1176;218;68;38;8;8;0;0;0;30650;0;8;6;2;3500;266;17870;3688;NA;NA;NA;NA;NA;NA;NA;NA;21400;29.18;30650;30650;31612;17;0;1616;30480;8994;1209600;702;0;6;0;4931.52;0;4006.08;0;0;0;0;0;1902;6380;554;146;12;0;0;0;4;30650;NA;128;18;28;130;830;1996;4760;1070;34;0;46;56;5290;44;0;0;0;18;5338;66;78;0;0;0;0;0;0;0;0;172;0;2;0;0;384;80;380;38;0;0;0;0;0;95.94;44;4540;3726;536;58;108;26;0;0;0;0;0;0
"neg";41046;0;126;122;0;0;0;0;0;0;1202828;1878940;330328;9232;0;0;1549292;0;72;0;2424;5494;2901744;2465160;816300;415242;0;0;0;0;196;190;0;0;0;0;0;0;0;955832;2465496;0;8498;16226;20764;27418;51240;3260418;36764;0;0;0;1806340;917474;280874;112482;77526;56642;49150;42172;28134;50534;3720388;2160;4632;2296;0;1549292;52180;401802;412710;266680;259820;267020;NA;NA;NA;NA;NA;20720;41045.27;3720388;3720388;3709892;12645;0;7404;89720;3422160;1209600;106678;2;60;0;2356598.4;667573.44;395141.76;1074;1560;0;0;21806;445308;1243118;950868;343632;266152;143234;7210;32;50;3720388;0;2940;290;193924;325916;640578;2080758;173780;3020;122;0;236;442;2386006;1156786;0;1934;0;0;2386420;7416;508;0;0;730;672020;0;0;0;0;19778;858;254;0;0;105146;14018;2920;278;0;0;0;0;1045280;727.38;648;1080362;413372;330480;161918;808576;73442;195990;356680;508;0;0;0
